reviewText,overall,sentiment,word_len,char_len
I can't believe how small memory cards are getting! This fantastic little device fits into an adapter that can be read by my MAC!,5.0,Positive,24,129
"I purhased this thinking I was getting an amazing deal.  The price was right, the product was not.  After a few months I am unable to delete or add files, pics or music to this microsd card.  I am only using 28gb of space on it.  I cannot add anything, nor delete anything, it won't even allow me to format it and start fresh.  I am not happy with this product and extremely disappointed.  I use my phone a lot and store music and pictures on my phone for various purposes.  I would recommend buying another 64gb microsd card.  One that is more reliable.",1.0,Negative,104,554
"For the first two months, the card worked great in my GoPro Hero 3 Black Edition.  Then, one night, it randomly stopped working.  Amazon won't take it back, and I've got an email into SanDisk to see if I can get it replaced.  Now I'm out $52 and now can't use my camera.  Thanks so little.",2.0,Negative,56,289
"Hard to review this as the card arrived DOA. Couldn't write to it at all, and it wouldn't format. I returned it and Amazon was great about the credit. I've owned several SanDisk memory cards and they have all performed well and I was a little surprised that this one failed out of the box. I'd read a good review of the Samsung 64GB micro card and I bought that instead. Very pleased with it.",2.0,Negative,75,392
"The 64GB card I purchased actually contains 4GB of flash memory and some kind of hack that causes it to appear as a 64GB drive in various drives and readers. Of course, this took me a while to figure out since I only just got around to copying more than 4GB of data to the card, but with some testing I have nonetheless discovered this to be the case.The card I bought was in Amazon Frustration Free packaging. I don't know if cards purchased that way are less likely to be counterfeit than retail packaged versions, but I suspect that I will stick with manufacturer packaging from now on.",1.0,Negative,109,589
Enough storage to my DSLR.Really low price for a Class 10 card.U can use several of this and make a Linux based SSD.,5.0,Positive,23,116
"Well i got it for my go pro hero 3. the hero 3 takes this instead of regular sd cards, it seems to be working fine and its the same type that go pro sells of of their site for the hero 3.",5.0,Positive,43,187
"Super fast, tons of room. Who wouldn't love this micro SD card? The price is even great. I've been using it on my phone for about 6 months now and I've had zero problems. It sped up the processing time of my camera app considerably.",5.0,Positive,45,232
"I bought this to be able to load more music into my Verizon LG Android phone. I spent hours adding music to the card. Then, I put it into my Android phone. The phone did not read anything on the memory card. The other memory cards, 8GB and 32GB worked fine, so it must be a flaw in this memory card. Also, this memory card got stuck in my Android phone's slot. I had to use a utility knife with a very, very thin blade to pull out this card.",1.0,Negative,90,441
"This ""Ultra High Speed"" card is about half the speed of the Class 4 card I was using.  10MB/s Read and 6MB/s write is more than a little below where a device with this rating should perform.  I could believe if it was the same speed as my old card, maybe my brand new Samsung Galaxy Tab 2 7 doesn't have a UHS1 rated port, but to be half the speed of my Class 4 card, this ""UHS1"" thing clearly is penciled on by marketing monkeys and sold without any testing or quality control. I wish I knew how to rate with 0 stars.",1.0,Negative,104,518
"I purchased this SanDisk Ultra 64GB MicroSDXC Class 10/UHS-1 Memory Card With Adapter for use in my Samsung Galaxy Note I 717 under Android 4.1.2. Apparently, my phone had no problem with recognition of this large SD card. This makes it possible for me to save a lot of photos and videos. I had some feeling it&#8217;s even possible for me to get the 128 GB version to work as well on this phone. To make sure that it is fully compatible, I did a reformat using the phone of the SD card. The phone was able to detect and utilize the full capacity with no problem.Overall, I am extremely satisfied with this product.",5.0,Positive,114,615
